city,longitude,latitude,attacks
Baghdad,33.3,44.4,5952
karachi,24.8934,67.0281,2309
lima,-12.046,-77.043,1802
Mosul,36.34,43.13,1435
Mogadishu,2.03742,45.338,1077
santiago,-33.469,-70.642,982
Kirkuk,35.4688,44.391,783
belfast,54.5973,-5.9301,777
Istanbul,41.0107,28.9573,715
medellin,6.27053,-75.572,680
Athens,37.9792,23.7166,668
Baqubah,33.75,44.6333,656
Benghazi,32.1011,20.0853,643
quetta,30.1821,67.0005,625
peshawar,34.0097,71.58,622
bogota,4.5981,-74.076,605
srinagar,34.0837,74.7974,557
san salvador,13.6929,-89.199,529
dhaka,23.8114,90.4121,486
Kabul,34.5331,69.1661,486
Fallujah,33.35,43.7835,455
Tripoli,34.4381,35.8308,428
beirut,33.8886,35.4955,427
manila,14.5961,120.979,387
Ramadi,33.4319,43.3116,367
algiers,36.7525,3.04197,365
Tikrit,34.6044,43.6858,335
Sanaa,15.3694,44.191,327
Maiduguri,11.8333,13.15,319
Kandahar,31.6177,65.6759,293
Jerusalem,31.7665,35.2117,291
Damascus,33.5128,36.2959,289
colombo,6.92708,79.8612,280
Gaza,31.5226,34.4536,253
Tuz Khormato,34.8814,44.6307,248
guatemala city,14.6244,-90.533,247
Imphal,24.817,93.9368,247
Arish,31.1321,33.8033,246
cali,3.42063,-76.522,241
Ayacucho,-13.164,-74.224,233
Samarra,34.1925,43.8864,232
Abu Ghraib,33.2919,44.0656,230
Baiji,34.9292,43.493,213
johannesburg,-26.178,27.9749,202
lahore,31.5546,74.3572,192
Aden,12.8527,44.8948,190
Jalalabad,34.4342,70.4478,190
Ajaccio,41.919,8.73843,189
Bastia,42.6974,9.4501,185
Buenos Aires,-34.604,-58.382,181
Grozny,43.3167,45.6833,180
Donetsk,48.0166,37.7977,178
Aleppo,36.213,37.1426,177
Basra,30.5,47.8167,174
Madain,33.0988,44.585,173
Rafah,31.2883,34.2522,166
Bangkok,13.7279,100.524,164
Kismayo,-0.3571,42.5466,164
Makhachkala,42.9784,47.4911,163
Paris,48.8566,2.35222,162
Bara,24.0317,79.1514,161
Mahmudiyah,33.0554,44.3715,160
Batticaloa,7.71667,81.7002,155
Bujumbura,-3.3829,29.3671,155
huancayo,-12.068,-75.21,155
London,51.5002,-0.1262,155
Khost,33.3367,69.9238,151
Muqdadiyah,33.9713,44.9267,149
Jaffna,9.66123,80.0256,148
Taji,33.5307,44.2743,147
Tarmiyah,33.6644,44.3738,146
Lashkar Gah,31.5831,64.3692,141
cairo,30.05,31.25,139
chittagong,22.3475,91.8123,135
Hillah,32.4833,44.4333,135
Londonderry,54.9945,-7.32,133
Jamrud,34.0016,71.3818,130
Trincomalee,8.5922,81.1968,130
Ghazni,33.55,68.4167,129
Baidoa,3.12003,43.6502,127
Bilbao,43.257,-2.9234,127
Yala,6.5411,101.28,127
Mohmand district,34.5655,71.4774,124
Soweto,-26.246,27.8537,122
new delhi,28.6324,77.22,121
Sheikh Zuweid,31.1705,34.2189,121
hyderabad,25.3778,68.3463,120
Hebron,31.5326,35.0998,119
Landi Kotal,34.1168,71.1665,119
Madrid,40.4167,-3.7003,117
Dera bugti,29.0355,69.1531,116
Bannu,32.985,70.6069,115
Zamboanga city,6.90887,122.077,115
Hangu,33.4438,70.9071,114
Cotabato city,7.21817,124.248,113
Donostia-San Sebastian,43.3208,-1.9844,113
islamabad,33.709,73.0539,113
Karbala,32.614,44.025,113
Muang,6.54171,101.283,112
Dushanbe,38.5367,68.78,110
Bajaur district,34.8569,71.4299,109
Derna,32.759,22.6406,109
Port-au-Prince,18.5392,-72.335,109
tokyo,35.6858,139.757,109
Nazran,43.2167,44.7667,108
Nablus,32.2263,35.2607,107
Kano,12,8.51659,105
Kathmandu,27.7183,85.3253,104
Taizz,13.5645,44.0307,104
Balad,34.0164,44.1453,102
Beledweyne,4.73639,45.2041,100
dera ismail khan,31.8285,70.9072,100
Herat,34.3419,62.2031,100
Sidon,33.5628,35.3689,100
amritsar,31.634,74.8723,99
Sangin district,32.0733,64.8339,99
Yusufiyah,33.079,44.2599,99
Miran Shah,32.9986,70.0671,97
Ankara,39.9196,32.8566,96
Karma,33.3997,43.9089,96
Kunduz,36.7333,68.8667,94
Vavuniya,8.73816,80.4771,94
Berlin,13.4945,-88.53,91
Durban,-29.858,31.0218,91
Iskandariyah,32.885,44.348,89
Rawalpindi,33.6004,73.0434,86
Tarin Kot,32.6664,65.9036,86
Kohat,33.5834,71.4332,85
Sirte,31.2053,16.5884,84
Tal Afar,36.374,42.4514,84
Diyarbakir,37.9157,40.2316,83
Sopore,34.2868,74.4624,83
barcelona,41.3879,2.16992,82
Gereshk,31.8241,64.559,82
bucaramanga,7.1312,-73.125,81
Davao city,7.07404,125.617,81
Tegucigalpa,14.0833,-87.217,80
Khuzdar,27.8045,66.6141,79
La Paz,-16.5,-68.15,79
Orakzai district,33.6973,71.1449,79
Sderot,31.5241,34.5965,79
Valparaiso,-33.046,-71.621,79
Cape town,-33.925,18.4263,78
Sadiyah,34.1863,45.1261,77
Khalis,33.851,44.5195,76
Moscow,55.75,37.6167,76
Tel Aviv,32.0857,34.7837,76
Galkayo,6.77222,47.4293,75
Khyber district,33.9086,71.0701,75
Riyadh,24.6473,46.7146,75
Hawijah,35.3248,43.7668,74
Kurram district,33.696,70.3361,74
Thessaloniki,40.6393,22.9446,74
turbat,26.0042,63.0606,74
Khasavyurt,43.39,46.6167,73
Shabqadar,34.2175,71.5614,73
Sui,28.6384,69.2047,73
Tehran,35.6964,51.423,73
Barrancabermeja,7.06005,-73.853,72
Cerro de Pasco,-10.681,-76.26,72
Homs,34.709,36.6876,72
guwahati,26.1792,91.7533,71
Merca,1.71625,44.7716,70
Batticaloa district,7.71667,81.7002,69
quito,-0.1814,-78.467,69
Shirqat,35.4931,43.2424,69
Ashkelon,31.6693,34.5708,68
Bangui,4.3969,18.5619,68
Dujail,33.85,44.2333,68
Latifiyah,32.985,44.3568,68
Mukalla,14.5435,49.1273,67
Balad Ruz,33.7,45.0833,66
ludhiana,30.901,75.8573,66
cucuta,7.8942,-72.504,65
Nairobi,-1.2852,36.8211,65
San Miguel,12.15,-86.217,65
Zinjibar,13.1297,45.3801,65
Port Harcourt,4.78482,7.00545,64
Potiskum,11.709,11.07,64
Blida,36.4805,2.83388,63
Caracas,10.503,-66.917,63
Pir Koh,29.141,69.0961,63
Puli Alam,33.9999,69.0195,63
Eshkol regional council,31.1921,34.4495,62
Mallawi,27.7319,30.8411,62
Nahrawan,33.377,44.703,62
Shindand district,31.5069,65.8475,62
Jalula,34.2719,45.1681,61
Nahri Saraj district,31.7795,64.589,61
Qalat,32.1076,66.9131,61
Khan Yunis,31.35,34.2996,60
Mardan,34.4167,71.9246,60
Jolo,6.05298,121.002,59
Wana,32.302,69.5907,59
Afgoye,2.1425,45.1185,58
Concepcion,-11.918,-75.313,58
Kut,32.5056,45.8247,58
Pattani,6.86948,101.25,58
Saba al-Bor,33.4627,44.1578,58
Vina del mar,-33.025,-71.552,58
Bosaso,11.2843,49.1804,57
Charsadda,34.1482,71.73,57
Jakarta,-6.2088,106.846,57
Mandera,3.93564,41.8551,57
South Waziristan district,32.3293,69.8564,57
anantnag,33.7333,75.149,56
Gardez,33.6,69.2169,55
Husseiniyah,33.5464,44.4132,55
Kigali,-1.949,30.0579,55
Mingora,34.7744,72.3569,55
Badaber,33.9111,71.5547,54
Bannang Sata,6.2428,101.298,54
Damaturu,11.7442,11.9612,54
Garissa,-0.4561,39.6461,54
Managua,12.1364,-86.251,54
Musa Qala district,32.3232,64.8111,54
Arsal,34.1791,36.4207,53
Mantaro district,-11.822,-75.393,53
Nalchik,43.4841,43.6274,53
Ramallah,31.901,35.2043,53
Safi,34.5749,71.2761,53
Tuz Khormato district,34.8858,44.6394,53
Vitoria,42.8467,-2.6716,53
apartado,7.88232,-76.631,52
Buhriz,33.7,44.6667,52
Hadithah,34.1331,42.3832,52
Jammu,32.7266,74.857,52
Mexico city,19.4326,-99.133,52
Rome,41.8905,12.4942,52
brussels,50.8503,4.35169,51
Panjgur,26.9641,64.0932,51
Chaman,30.9296,66.4681,50
Farah,32.3751,62.1158,50
Lahij,13.0768,44.8781,50
Narathiwat,6.19009,101.798,50
Qarabagh district,33.1937,68.102,50
Raman,6.49182,101.389,50
Sederot,31.5227,34.5956,50
Adana,37.0067,35.3241,49
Cartagena,10.4137,-75.534,49
Luanda,-8.8388,13.2356,49
Maywand district,31.623,65.0542,49
Panama City,8.99427,-79.519,49
Dera Murad Jamali,28.5477,68.219,48
Mir Ali,32.97,70.2768,47
Pamplona,42.818,-1.6442,47
Shyrokyne,47.099,37.818,47
Andar district,33.3196,68.4513,46
Hamburg,53.5538,9.99159,46
Hammam al-Alil,36.1582,43.2533,46
Hawijah district,35.3248,43.7668,46
Hit,33.6395,42.838,46
Izmir,38.419,27.132,46
kabacan,7.10736,124.828,46
Latehar district,23.7442,84.5044,46
Nowshera,34.0142,71.9762,46
quezon city,14.6773,121.044,46
Swat district,35.4813,72.5243,46
Yarang,6.82806,101.389,46
Hayatabad,33.9797,71.4428,45
North Waziristan district,32.9476,70.0127,45
Bala Buluk district,32.6251,62.4798,44
Newry,54.1801,-6.3339,44
Rio de Janeiro,-22.908,-43.197,44
Seiyun,15.9642,48.7825,44
Spin Boldak,31.0081,66.3981,44
Swabi,34.1197,72.4697,44
Yathrib,33.9997,44.3631,44
Ampara district,7.30176,81.6747,43
Cassoalala,-9.4875,14.3555,43
Mastung,29.7992,66.8475,43
Musayib,32.7786,44.29,43
New York City,40.7128,-74.006,43
Phnom Penh,11.5588,104.917,43
Pisky,48.0622,37.6805,43
Shchastya,48.7333,39.2333,43
Sungai Kolok,6.54115,101.28,43
Alexandria,31.1981,29.9192,42
Diwaniyah,31.9888,44.925,42
Luhansk,48.574,39.3078,42
Santo Domingo,12.381,-84.954,42
Saravena,6.95284,-71.875,42
Tibu,8.63781,-72.735,42
Hub,25.0346,66.8832,41
Icolo e Bengo district,-9.2518,14.1051,41
Khar,34.7359,71.5258,41
Porto-Vecchio,41.5914,9.27831,41
Slovyansk,48.8547,37.6056,41
Assiut,27.1828,31.1828,40
Darra Adam Khel,33.6945,71.4959,40
Kampala,0.35085,32.5802,40
Kobani,36.8896,38.364,40
kokrajhar district,26.4014,90.2667,40
Maputo,-25.892,32.6051,40
Nicosia,35.1667,33.3676,40
Santa Ana,33.7456,-117.87,40
Armagh,54.3475,-6.6561,39
Giza,30.0086,31.2122,39
Jenin,32.462,35.3025,39
Malkangiri district,18.3642,81.8924,39
Marib,15.4752,45.3296,39
Mattani,33.7964,71.56,39
Shirqat district,35.4931,43.2424,39
Cizre,37.3306,42.1873,38
Gitega,-3.4275,29.9243,38
Isabela,6.70434,121.969,38
Kidal,18.4453,1.40803,38
Marawi,8.00467,124.291,38
Multan,30.1978,71.4676,38
Nad Ali district,31.64,64.24,38
Pristina,42.6725,21.1637,38
Qayyarah,35.7973,43.2942,38
Buynaksk,42.8167,47.1167,37
Constantine,36.35,6.6,37
Khanaqin,34.3332,45.3835,37
Khok Pho,6.68648,101.139,37
Kohlu,29.6739,68.7155,37
Nasirabad,28.4584,68.1332,37
Neiva,2.92556,-75.291,37
San Vicente,13.6412,-88.785,37
Sao Paulo,-23.551,-46.633,37
Avdiivka,48.1444,37.7479,36
Bacho,6.51795,101.653,36
Bagram,34.9442,69.2733,36
Chandigarh,30.7333,76.7794,36
Gombe,-4.3031,15.3033,36
Kalmunai,7.41438,81.8306,36
Odessa,46.4846,30.7326,36
Pretoria,-25.746,28.1865,36
Sirnak,37.5174,42.4599,36
tbilisi,41.71,44.793,36
Asadabad,34.8742,71.1528,35
Banda Aceh,5.55414,95.3167,35
Budapest,47.4984,19.0408,35
Callao,-12.051,-77.126,35
Dimapur,25.9063,93.7276,35
Medellin district,6.27053,-75.572,35
Muqur district,32.8161,67.763,35
San Pedro Sula,15.5017,-88.028,35
Saydabad district,33.9292,68.6597,35
Shahidi Hassas district,32.9666,65.7306,35
Temuco,-38.734,-72.585,35
Warduj district,37.0706,71.1439,35
West Midnapore district,22.4042,87.3799,35
Addis Ababa,8.97715,38.7732,34
Amritsar district,31.634,74.8723,34
Cologne,50.9407,6.95991,34
Dera Bugti district,29.0339,69.1392,34
Mushahidah,33.6351,44.2355,34
Ordzhonikidzevskaya,43.3167,45.0667,34
Usulutan,13.3443,-88.437,34
Adhaim,34.24,44.5102,33
Amiriyat al-Fallujah,33.1663,43.8655,33
Barranquilla,10.9814,-74.778,33
Bijapur district,18.7917,80.8167,33
Darjeeling,27.036,88.2627,33
Dhuluiya,34.071,44.1584,33
Jos,9.93338,8.88524,33
Mach,29.8663,67.33,33
Medea,36.2667,2.75,33
Nasiriyah,31.05,46.2667,33
Panjwai district,31.5478,65.4541,33
Pikit,7.05487,124.673,33
Puli Khumri,35.95,68.7,33
Shariff Aguak,6.86729,124.444,33
Apopa,13.7983,-89.179,32
Bayda,13.9813,45.5733,32
Bethlehem,31.7079,35.2026,32
General Santos,6.11808,125.173,32
Hasakah,36.5082,40.7459,32
Ishaqi,34.0103,44.0625,32
Jalawlah,34.2737,45.1658,32
khulna,22.8456,89.5403,32
Lakhdaria,36.5622,3.59444,32
Matta,34.9297,72.4168,32
Radaa,14.4166,44.8402,32
Trincomalee district,8.5922,81.1968,32
Zaragoza,7.49175,-74.868,32
Ajdabiya,30.7556,20.2253,31
Arauca,7.08582,-70.758,31
Ayacucho district,-14.319,-74.378,31
Batman,37.8878,41.1362,31
Dantewada district,18.9,81.35,31
Goma,-1.6585,29.2205,31
Guayaquil,-2.1708,-79.922,31
Huaraz,-9.5299,-77.529,31
Kandy,7.29384,80.6407,31
Katlehong,-26.363,28.1522,31
Lamitan,6.66052,122.139,31
Mazari Sharif,36.7088,67.1108,31
Qaysar district,35.6921,64.2957,31
rangoon,16.7979,96.1574,31
San Carlos,6.1876,-74.994,31
san jose,5.08414,-75.79,31
Santiago de Maria,13.4833,-88.467,31
Sarajevo,43.85,18.3833,31
Sinjar,36.3217,41.8659,31
Sulayman Beg,34.7883,44.6678,31
Tizi Ouzou,36.7164,4.04983,31
Alexandra,-26.104,28.0976,30
Debaltseve,48.3334,38.3998,30
Delhi,28.7041,77.1025,30
Gao,16.274,-0.0411,30
Gwadar,25.1299,62.3232,30
Huanta,-12.94,-74.247,30
Kabal,34.7911,72.2833,30
Khalidiyah,33.3845,43.5251,30
Lagos,6.61891,3.30553,30
Mariupol,47.1031,37.5428,30
Najaf,32.0006,44.3308,30
Netzarim,31.4835,34.4501,30
Panjgur district,26.9549,64.1567,30
Qaim,34.3687,41.0945,30
Rueso,6.38189,101.506,30
Siniyah,32.5036,44.3131,30
Umlazi,-29.966,30.883,30
uraba,6.82833,-75.513,30
Amman,31.95,35.9333,29
Bijapur,18.7917,80.8167,29
Bulobarde,3.8525,45.5661,29
Dantewada,18.9,81.35,29
Dili,-8.5497,125.567,29
Hermel,34.3971,36.3872,29
Horlivka,48.308,38.0314,29
Kaduna,10.5302,7.43734,29
Khogyani district,34.2292,70.1932,29
Kiev,50.4501,30.5234,29
Logo district,7.68917,9.25028,29
Marjah,31.5178,64.1142,29
Palamu district,24.1286,84.1857,29
Rajshahi,24.3667,88.6,29
Stanytsia Luhanska,48.6649,39.4688,29
Tumaco,1.80741,-78.764,29
Azim,34.2892,44.5431,28
carmen,7.20635,124.795,28
Cordoba,-31.399,-64.182,28
Cusco,-13.532,-71.967,28
Haifa,32.7939,34.9906,28
Jinotega,13.1307,-85.972,28
Kalat,29.0216,66.5891,28
Kharkiv,49.9935,36.2304,28
Lisburn,54.5109,-6.0427,28
Manama,26.2167,50.5833,28
mannar,8.98012,79.9125,28
Milan,45.4637,9.18817,28
Musayyib,32.7755,44.3014,28
Mutur,8.45791,81.2684,28
Nyala,12.0518,24.8805,28
Pulwama,33.8715,74.8996,28
Rusoh,6.38189,101.506,28
Sariab,30.0734,66.9891,28
Shindand,33.307,62.1364,28
Sofia,42.6965,23.326,28
Tagab district,34.8563,69.6491,28
valencia,39.4702,-0.3768,28
Zhari district,31.6403,65.3975,28
Baiji district,34.9288,43.4898,27
Bannu district,32.985,70.6069,27
Baramulla,34.2051,74.3495,27
Birganj,27.0448,84.8674,27
Ceel Buur,4.68348,46.6167,27
Frankfurt,50.1114,8.68062,27
granada,3.54434,-73.708,27
Huancayo district,-12.068,-75.21,27
Khas Uruzgan district,32.9359,66.6891,27
Mastung district,29.6105,66.9222,27
Mombasa,-4.0589,39.6707,27
Mullaitivu,9.26709,80.8142,27
Nong Chik,6.81179,101.184,27
Qayarah,35.7982,43.2931,27
Ra-ngae,6.25415,101.73,27
Sagone,42.1138,8.70155,27
San Juan,18.4662,-66.107,27
Sohbatpur,28.5188,68.5411,27
Tank,32.2161,70.3829,27
Tyre,33.2722,35.2033,27
Abu Ghraib district,33.3047,44.1329,26
Al-Baghdadi,33.85,42.55,26
Buenaventura,3.88182,-77.07,26
Dondo,-19.611,34.7409,26
Faiyum,29.3084,30.8428,26
Idlib,35.9318,36.6352,26
Iligan,8.24004,124.245,26
Maydan Shahr,34.3611,68.8407,26
Mihtarlam,34.6671,70.2109,26
Saiburi,6.71796,101.593,26
Saqlawiyah,33.3947,43.6852,26
Shahjoy district,32.5028,67.4155,26
Sibi,29.5416,67.8751,26
Valaichchenai,7.92133,81.5247,26
Angeles,15.153,120.592,25
Baghlani Jadid district,36.3821,68.7246,25
Beled Hawo,3.92727,41.8774,25
Chennai,13.0827,80.2707,25
Chimbote,-9.0634,-78.584,25
Jaffarabad district,28.3401,68.189,25
Jalandhar,31.326,75.5762,25
Jezzine,33.5414,35.5862,25
Kech district,26.0178,63.1103,25
Khuzdar district,27.8187,66.6597,25
Lisbon,38.7253,-9.15,25
Lome,6.17255,1.23157,25
Macao,22.1923,113.548,25
Mongla,22.4942,89.6016,25
Mumbai,19.076,72.8777,25
Parachinar,33.8967,70.0998,25
Pasni,25.2637,63.4686,25
Pereira,4.81428,-75.695,25
Popayan,2.44186,-76.606,25
Qoryoley,1.78792,44.5292,25
Sabha,27.038,14.4267,25
Shaar HaNegev regional council,31.5102,34.6176,25
"Situbondo, East Java P.",-7.7051,113.995,25
Sukma district,18.3911,81.6593,25
Sulaymaniyah,37.2912,31.769,25
tame,6.46052,-71.73,25
Tingo Maria,-9.2975,-75.996,25
Wajir,1.74878,40.0596,25
Zab,35.2723,43.4621,25
Zaranj,30.96,61.86,25
Arbil,36.1911,44.0092,24
Ashdod,31.803,34.6523,24
Asuncion,-25.283,-57.636,24
Belgrade,44.8186,20.4681,24
Beni,0.49901,29.4528,24
Buni Yadi,11.2689,11.9969,24
Copenhagen,55.6761,12.5683,24
Ghisonaccia,42.0169,9.40398,24
Hat Yai,7.01398,100.471,24
Huambo,-12.766,15.7329,24
Jaffna district,9.66123,80.0256,24
Jurf al-Sakhar,32.8657,44.2124,24
Jurf al-Sakhr,32.8657,44.2124,24
Kuwait,29.365,48.0014,24
Lurgan,54.468,-6.338,24
Pusht Rod district,32.4809,62.0282,24
San Isidro,12.9319,-86.195,24
San Pablo,7.48008,-73.921,24
Suchitoto,13.9337,-89.026,24
Tunceli,39.1087,39.549,24
Vienna,48.2082,16.3738,24
Warri,5.5167,5.74999,24
Zaidan,33.2453,44.0253,24
Ataq,14.5262,46.8449,23
Baraki Barak district,33.9692,68.9447,23
Bati Kot district,34.2456,70.7272,23
Faisalabad,31.4088,73.083,23
florencia,1.61456,-75.605,23
Hudur,4.12309,43.8908,23
Jucuapa,13.5167,-88.383,23
Karabulak,43.299,44.8989,23
Khan Bani Saad,33.5718,44.5361,23
Konduga,11.6516,13.4194,23
Lalgarh,22.586,87.0511,23
Lawdar,13.8891,45.871,23
Malgobek,43.5111,44.6,23
Mand,32.8882,74.9852,23
Marawara district,34.89,71.18,23
Marseilles,43.2965,5.36978,23
Montevideo,-34.891,-56.187,23
Muang district,6.54171,101.283,23
Nusaybin,37.09,41.2126,23
Sai Buri district,6.68132,101.587,23
San Rafael cedros,13.7333,-88.883,23
Stockholm,59.3328,18.0645,23
Taza Khurmatu,35.2992,44.3273,23
Trujillo,-8.1118,-79.029,23
Welioya,8.96404,80.7879,23
Achin district,34.0822,70.667,22
Amarah,31.8375,47.151,22
Anuradhapura,8.34519,80.3881,22
Beersheba,31.253,34.7915,22
Bouira,36.3807,3.89712,22
Chora district,32.8472,66.05,22
Corte,42.3094,9.14902,22
Deh Rahwod district,32.6408,65.5708,22
Dibis,35.6694,44.0818,22
Dublin,53.3441,-6.2675,22
Huancavelica,-12.787,-74.973,22
Khartoum,15.5007,32.5601,22
Kupwara,34.5262,74.2546,22
lusaka,-15.415,28.2844,22
Mahawil,32.661,44.4077,22
Malkangiri,18.3642,81.8924,22
Piraeus,37.9428,23.6469,22
Poso,-1.3931,120.755,22
Raman district,6.49182,101.389,22
Shah Wali Kot district,32.0741,66.1415,22
Shopian,33.717,74.8361,22
Skopje,42.0003,21.4325,22
Sungai Padi,6.16671,101.912,22
Sylhet,24.9005,91.881,22
Thokoza,-26.353,28.1327,22
Tulkarem,32.312,35.0266,22
Turbo,8.09242,-76.727,22
Vavuniya district,8.73865,80.478,22
Alingar district,34.8241,70.3607,21
Baalbek,34.0047,36.211,21
Barpeta district,26.329,91.0054,21
Bashir,35.2419,44.271,21
Buner district,34.3965,72.6158,21
Crossmaglen,54.0773,-6.6088,21
Damboa,11.1493,12.7566,21
Datta Khel,32.906,69.748,21
Delaram,32.1637,63.4237,21
Dir,35.2023,71.873,21
Dulce Nombre de Maria,14.157,-89.011,21
Gulu,2.77168,32.2884,21
Kadugli,11.0087,29.7153,21
Karbi Anglong district,26.0015,93.4992,21
Kilinochchi,9.38029,80.377,21
Kinshasa,-4.3246,15.3222,21
Mandali,33.7478,45.5523,21
Minya,28.0974,30.7565,21
Nepalganj,28.0504,81.6167,21
Portadown,54.4207,-6.4438,21
Puerto Asis,0.49765,-76.498,21
Quilali,13.5643,-86.03,21
Rajouri,33.3717,74.3153,21
Rangae,6.25415,101.73,21
Santa Cruz,-17.783,-63.182,21
Santa tecla,13.6769,-89.28,21
Spin Boldak district,31.008,66.3985,21
Tetovo,42.0085,20.9743,21
Timbuktu,16.7753,-3.0083,21
Toledo,41.6538,-83.536,21
Vladikavkaz,42.9968,44.6767,21
Ad Dali,13.7008,44.7316,20
Amsterdam,52.3702,4.89517,20
Baksan,43.6825,43.5339,20
batala,31.8186,75.2028,20
Bolan district,29.2155,67.9244,20
BoumerdÑs,36.7603,3.4724,20
Charbagh,34.8353,72.4419,20
Chattar,28.4907,65.0958,20
Chlef,36.1653,1.33452,20
Gadchiroli district,20.1818,80.0068,20
Gaya,24.7958,85.0025,20
Gilgit,35.9181,74.2898,20
Gujranwala,32.1565,74.1877,20
Hamamiyat,33.512,44.2172,20
Khemis Miliana,36.2667,2.21667,20
Khunti district,23.0753,85.2789,20
Kurunegala district,7.48857,80.3652,20
Loti,28.9586,69.394,20
Maymana,35.9178,64.7755,20
Miami,25.7644,-80.202,20
Midsayap,7.19479,124.535,20
Misrata,32.3743,15.0949,20
Popasna,48.641,38.3779,20
Rueso district,6.39472,101.518,20
Santa Marta,11.242,-74.205,20
Santa Rosa,1.70085,-76.573,20
Sixth of October,29.9448,30.9088,20
Sungai Padi district,6.16671,101.912,20
Zahedan,29.4956,60.8627,20
Abu Sayda,33.9273,44.7733,19
Ampara,7.30176,81.6747,19
Arauquita,7.02735,-71.429,19
Baku,40.435,49.8676,19
Bakwa district,32.2308,62.9206,19
Balad district,33.9707,44.0433,19
Bannang Sata district,6.26556,101.263,19
Bijbehara,33.7929,75.1039,19
Bombay,19.076,72.8777,19
Bongaigaon,26.48,90.56,19
Boufarik,36.5741,2.91214,19
Dadaab,0.05166,40.3088,19
Dalton,-29.341,30.6306,19
Datu Piang,7.03147,124.503,19
Dera Allah Yar,28.37,68.345,19
Derbent,42.0535,48.2989,19
Doda district,33.1458,75.548,19
Haswah,32.8784,44.3874,19
Irun,43.3382,-1.7893,19
Jalrez district,34.4741,68.6395,19
Jessore,23.164,89.213,19
Jowhar,2.77932,45.5021,19
Lhokseumawe,5.1838,97.1416,19
Mitrovica,42.8809,20.8672,19
nice,43.696,7.26559,19
Nong Chik district,6.80093,101.151,19
North Cachar Hills district,25.5238,93.0967,19
Oran,35.6969,-0.6331,19
Pashtun Kot district,35.9051,64.818,19
Renteria,43.3113,-1.9009,19
Rutba,33.0379,40.2843,19
Sadda,33.7061,70.3286,19
Samarra district,34.2246,43.9159,19
Sdot Negev regional council,31.3971,34.5552,19
Sebokeng,-26.574,27.8408,19
Sumisip,6.42019,121.972,19
Taipei,25.0911,121.56,19
The Hague,52.0699,4.29111,19
Tump,26.1016,62.3688,19
Wiwili,13.6268,-85.825,19
Yaha,6.47741,101.135,19
Abuja,9.06655,7.48324,18
Ain al-Hilweh,33.5424,35.3791,18
Ain Defla,36.2667,1.96667,18
Almar district,35.8564,64.5377,18
Amran,15.6592,43.9465,18
Arequipa,-16.41,-71.537,18
Ballymena,54.8631,-6.2783,18
Bangalore,13.0081,77.5703,18
Bishnupur,24.6287,93.7613,18
Brahmanbaria,23.9671,91.112,18
Cebu City,10.2947,123.9,18
Chahar Dara district,36.6945,68.8016,18
Corinto,13.8183,-87.971,18
Dali,13.6967,44.7308,18
Eravur,7.77541,81.6062,18
Florida,3.32222,-76.235,18
Gwoza,11.0897,13.6884,18
Hanover,52.3721,9.73569,18
Havana,23.1319,-82.364,18
Hudaydah,15.555,48.1728,18
Injil district,34.3014,62.2464,18
Khairpur,27.5289,68.7598,18
Khaki Safed district,32.6779,61.9814,18
Khash Rod district,31.6228,62.8694,18
Kidapawan,7.00833,125.089,18
Koraput district,18.8152,82.7121,18
Kuchlak,30.3605,66.9509,18
Kwamashu,-29.751,30.9834,18
Mannar district,8.98012,79.9125,18
Midyat,37.4157,41.3715,18
Munich,48.1391,11.5802,18
Nari district,35.2254,71.5286,18
Naw Zad district,32.4,64.4319,18
Nawa-i-Barakzayi district,31.3893,64.3152,18
Nejapa,13.8089,-89.229,18
Netanya,32.3251,34.8547,18
Nushki,29.552,66.0193,18
Patikul,6.08932,121.106,18
Rangae district,6.29639,101.728,18
Shorah,35.9926,43.2182,18
Tak Bai district,6.25889,102.055,18
Urus-Martan,43.1333,45.55,18
villavicencio,4.15127,-73.639,18
Windhoek,-22.567,17.0833,18
Yarang district,6.76038,101.294,18
Abu Qurqas,27.9308,30.8364,17
Antrim,54.7134,-6.2168,17
Arghandab,31.65,65.65,17
Bardere,2.33333,42.2833,17
Bokaro district,23.6693,86.1511,17
Bremen,53.075,8.80708,17
Chalatenango,14.0411,-88.939,17
Chiclayo,-6.7741,-79.844,17
Ciudad Barrios,13.7667,-88.267,17
Cizre district,37.3792,42.3504,17
Dih Yak district,33.4719,68.6484,17
Erez,31.5582,34.5433,17
Giridih district,24.1798,86.3068,17
Harare,-17.825,31.0335,17
Jaar,13.2181,45.3056,17
Kramatorsk,48.7282,37.5732,17
Lakki Marwat,32.6015,70.9157,17
Larkana,27.5625,68.2125,17
Limassol,34.7073,33.0234,17
Manchester,38.5929,-90.511,17
Morghab district,35.5938,63.3354,17
Mubi,10.2667,13.2667,17
Muxungue,-20.327,33.8858,17
Nasirabad district,28.5876,68.0478,17
Nijrab district,34.9752,69.5733,17
Palmira,3.5299,-76.298,17
Palmyra,34.548,38.2787,17
Qatn,15.8421,48.4626,17
Quezaltepeque,13.835,-89.274,17
Rashad,35.1358,44.0877,17
Riga,56.9462,24.1043,17
Sangin,32.0733,64.8339,17
Semdinli,37.3034,44.577,17
Shaykh Uthman,12.8626,44.9906,17
silvan,38.1415,41.0115,17
sukhumi,43.0073,40.9892,17
Tank district,32.2142,70.3847,17
