city,latitude,longitude,number of attacks
Washington,38.89037,-77.031959,13
San Juan,18.46617,-66.106654,27
Mesquite,32.767133,-96.599114,1
New York City,40.712784,-74.005941,43
Ottawa,45.42153,-75.697193,5
Ottawa,45.42153,-75.697193,5
San Diego,32.715695,-117.161719,12
Berkeley,37.869885,-122.270539,3
Northridge,34.238125,-118.530123,1
Cleveland,41.504365,-81.690459,1
Auburn,47.307307,-122.228441,1
Houston,29.76045,-95.369784,3
Toronto,43.6666667,-79.4166667,4
Mexico City,19.432608,-99.133207,52
Boston,42.279265,-71.149497,5
Paterson,40.916465,-74.171084,1
Brentwood,40.778737,-73.230184,1
Santa Ana,33.745573,-117.867834,40
Charlotte,35.2225,-80.837539,2
Baton Rouge,30.443335,-91.186994,2
Baton Rouge,30.443335,-91.186994,2
Ann Arbor,42.281875,-83.748479,4
Dover,39.158035,-75.524734,1
Washington,38.914153,-77.046046,13
New York City,40.78306,-73.971249,43
Sacramento,38.579065,-121.491014,6
Cincinnati,39.103175,-84.511981,4
Cincinnati,39.103175,-84.511981,4
Toledo,41.65381,-83.536259,21
Hacienda Guajoyo,13.482291,-88.712816,1
Pointe-a-Pitre,16.2411,-61.5331,6
Cerro Verde,13.36448506,-85.29337972,1
Jinotega,13.13070671,-85.9716835,28
Embalse Cerron Grande,13.938518,-88.901366,15
Gosier,16.20955,-61.487493,1
Concepcion de Oriente,13.7913889,-87.7166667,1
San Salvador,13.69288,-89.199161,529
Santa Elena,13.66667,-89.26667,10
Santa Tecla,13.6769444,-89.2797222,21
San Pedro,13.664223,-88.660622,12
Campana,13.9977778,-89.3772222,2
Santa Ana,11.978037,-86.37649345,40
Santa Ana,11.978037,-86.37649345,40
Wawa,13.87915,-83.45851,1
La Bodega,13.93412,-84.59281,1
Corre Viento,12.94672,-86.52002,1
San Jose,12.2166667,-84.2166667,31
Santa Maria,13.746389,-86.709722,7
San Juan de Limay,13.174408,-86.612595,3
Wiwili,13.62679,-85.8254,19
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
El Salitre,13.8222,-89.25389,1
Guatemala City,14.624422,-90.53288,247
Santa Ana,13.99417,-89.55972,40
La Mula,13.790327,-88.475585,1
Suchitoto,13.933732,-89.025836,24
Quilali,13.564251,-86.02984,21
San Salvador,13.69288,-89.199161,529
Guatajiagua,13.6667,-88.208264,4
Guatemala City,14.624422,-90.53288,247
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Vicente,13.64121,-88.785423,37
Cerro Tempisque,13.3833333,-87.9333333,1
Valle Nuevo,13.87556,-89.40333,1
Copalchan,13.85,-88.9666667,1
Sumal,15.519717,-91.188243,2
Esquipulas Palo Gordo,14.933333,-91.816667,1
Bicalama,15.511667,-91.219722,1
El Delirio,12.069883,-86.476841,3
Punta Gorda,11.32716209,-84.03855896,1
Unknown,13.7682,-88.129139,5189
Somotillo,13.041707,-86.905374,7
Zapote,13.548685,-85.781946,2
Wualpa,12.93954,-83.53461,1
San Salvador,13.69288,-89.199161,529
Apopa,13.79833,-89.17889,32
Telpaneca,13.47348688,-86.23244476,3
Telpaneca,13.47348688,-86.23244476,3
Santiago Atitlan,14.638379,-91.230164,2
Suchitoto,13.933732,-89.025836,24
Sumal,15.519717,-91.188243,2
Rama Cay Island area,11.32716209,-84.03855896,1
Santiago de Maria,13.4833333,-88.4666667,31
Kuikuinita,13.376402,-84.86509,1
El Coyolito,12.684095,-86.212746,2
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Cristobal Verapaz,15.365662,-90.47916,2
San Rafael Pie de La Cuesta,14.932386,-91.913588,2
El Ventarron,12.136647,-86.250767,3
Los Arenales,13.435909,-88.38034,1
Unknown,13.7682,-88.129139,5189
Ayutuxtepeque,13.749885,-89.199936,1
San Jose de Cusmapa,13.28841,-86.6554,1
Rio Blanco,12.93157,-85.224113,13
La Rosita,13.927562,-84.404596,3
El Jocote,13.35664,-86.26401,2
Tierra Blanca,13.27417,-88.05611,7
San Salvador,13.69288,-89.199161,529
San Vicente,13.64121,-88.785423,37
San Salvador,13.69288,-89.199161,529
Unknown,13.447063,-88.556531,5189
Apopa,13.79833,-89.17889,32
Cerro La Torrecilla,13.816667,-88.433333,1
San Salvador,13.69288,-89.199161,529
Unknown,13.447063,-88.556531,5189
Apopa,13.79833,-89.17889,32
Tejutepeque,13.85077,-88.90406,10
Alegria,13.5,-88.4833333,9
San Salvador,13.69288,-89.199161,529
Unknown,13.78944,-86.012157,5189
Unknown,15.591807,-88.941386,5189
Pointe-A-Pitre,16.2411,-61.5331,6
Pointe-a-Pitre,16.2411,-61.5331,6
Murra,13.759041,-86.017217,3
Cuscatancingo,13.7361111,-89.1813889,1
Las Delicias,12.984322,-86.963095,4
Waslala,13.333325,-85.372013,11
Nueva Guinea,11.695904,-84.446147,8
Pointe-a-Pitre,16.2411,-61.5331,6
San Bartolome Perulapia,13.763295,-89.047796,6
Wiwili,13.85369726,-85.59315364,19
Wiwili,13.85369726,-85.59315364,19
Guatemala City,14.624422,-90.53288,247
San Bartolo Ichanmico,13.561416,-88.687385,2
Campana,13.9977778,-89.3772222,2
Tecoluca,13.536835,-88.780584,8
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
San Juan del Norte,10.944955,-83.737732,1
Las Delicias,12.984322,-86.963095,4
El Venado,12.95,-85.16667,1
California,13.437973,-88.460995,1
San Salvador,13.69288,-89.199161,529
Matiguas,12.83543,-85.462486,5
La Reina,14.195953,-89.150357,5
Ojos de Agua,14.180378,-88.892274,3
Nueva Esparta,13.784841,-87.835564,3
Guatemala City,14.624422,-90.53288,247
Tejutepeque,13.85077,-88.90406,10
San Miguel,12.15,-86.21667,65
Guatemala City,14.624422,-90.53288,247
Guatemala City,14.624422,-90.53288,247
Guatemala City,14.624422,-90.53288,247
Santa Cruz Loma,13.5666667,-88.9333333,1
Tenancingo,13.83553,-88.985462,5
San Jose Guayabal,13.84222,-89.09694,15
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
Cerros de San Pedro,13.7666667,-88.75,1
Tierra Blanca,14.129035,-89.656675,7
El Corozal,13.999777,-89.067527,1
Joya Ancha,13.414377,-88.413748,1
Jucuaran,13.2538889,-88.2477778,6
Unknown,13.445104,-88.246118,5189
Zacatecoluca,13.5,-88.8666667,15
Cerro de Guazapa,13.967553,-89.139633,3
Unknown,13.586201,-88.750773,5189
Ducuali,13.41367,-86.398163,1
Las Minas,12.82226937,-86.00213814,2
San Ignacio,14.338896,-89.178268,6
La Palma,14.316514,-89.171394,9
Boaco,12.470919,-85.659679,3
Cano Batitlan,13.05014,-84.58732,1
San Simon,13.830858,-88.226367,1
San Jorge,13.961989,-89.301935,6
San Salvador,13.69288,-89.199161,529
San Vicente,13.64121,-88.785423,37
Tejutepeque,13.85077,-88.90406,10
Anamoros,13.745556,-87.8736111,3
El Corozo,12.1,-84.9,2
San Rafael Oriente,13.3833333,-88.35,4
Santa Ana Belen,14.916667,-92,2
San Marcos,14.965261,-91.795813,14
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Esquipulas,14.44617806,-84.57568741,2
Wiwili,13.85369726,-85.59315364,19
Unknown,12.492724,-85.520024,5189
Unknown,12.492724,-85.520024,5189
Unknown,12.492724,-85.520024,5189
Unknown,12.492724,-85.520024,5189
Unknown,12.492724,-85.520024,5189
Unknown,12.492724,-85.520024,5189
Unknown,12.492724,-85.520024,5189
Unknown,12.492724,-85.520024,5189
Boaco,12.53840896,-85.5739212,3
Unknown,14.073693,-86.418731,5189
Alegria,13.5,-88.4833333,9
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Usulutan,13.344322,-88.437463,34
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
Suchitoto,13.933732,-89.025836,24
Osicala,13.805691,-88.145787,9
Guazapa,13.8769444,-89.173556,12
Suchitoto,13.933732,-89.025836,24
Suchitoto,13.933732,-89.025836,24
San Miguel,13.466667,-88.183333,65
Tierra Blanca,13.27417,-88.05611,7
Comalapa,13.498952,-89.069988,7
El Carrizal,14.176874,-88.920431,6
Chinameca,13.5,-88.35,14
Cano Sucio,10.91518,-83.68092,1
Tagua,12.53840896,-85.5739212,1
Escambray,13.091683,-86.000314,1
San Dionisio,13.285411,-88.457221,1
Jucuaran,13.2538889,-88.2477778,6
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.7682,-88.129139,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
San Salvador,13.69288,-89.199161,529
Unknown,13.586201,-88.750773,5189
Santa Ana Belen,14.916667,-92,2
Patulul,14.41853,-91.160843,1
San Salvador,13.69288,-89.199161,529
Santa tecla,13.6769444,-89.2797222,21
Santa tecla,13.6769444,-89.2797222,21
Santa tecla,13.6769444,-89.2797222,21
Santa tecla,13.6769444,-89.2797222,21
Santa tecla,13.6769444,-89.2797222,21
Chichontepec Volcano,13.6,-88.85,2
Unknown,13.447063,-88.556531,5189
San Salvador,13.69288,-89.199161,529
Bluefields,12.010701,-83.766037,1
Bella Guatemala,16.95007707,-90.61385108,1
Finca Bonanza,15.42583,-88.71556,1
Telpaneca,13.47348688,-86.23244476,3
El Guabo,12.30556,-85.55227,3
Juigalpa,12.10629,-85.36452,6
Juigalpa,12.10629,-85.36452,6
Rama,12.16349,-84.218941,13
Rama,12.16349,-84.218941,13
Santa Lucia Cotzumalguapa,14.333333,-91.016667,2
Quezaltepeque,13.835,-89.2744444,17
Tenancingo,13.83553,-88.985462,5
Lislique,13.802046,-87.896732,3
San Jose,9.933333,-84.083333,31
San Jose,9.933333,-84.083333,31
Jinotega,13.13070671,-85.9716835,28
Waslala,13.333325,-85.372013,11
Wiwili,13.62679,-85.8254,19
San Juan del Rio Coco,13.544303,-86.165168,5
La Sirena,13.157674,-86.37536,4
El Cua,13.367126,-85.672322,1
El Rosario,13.835758,-85.869174,2
Lolotique,13.557072,-88.349433,11
Guatemala City,14.624422,-90.53288,247
Chirilagua,13.222778,-88.1386111,2
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
Jinotega,13.13070671,-85.9716835,28
Jinotega,13.13070671,-85.9716835,28
Jinotega,13.13070671,-85.9716835,28
El Faro,14.147318,-89.519693,1
Santa Ana,13.99417,-89.55972,40
Unknown,13.495364,-88.979678,5189
Unknown,13.495364,-88.979678,5189
El Castillo,11.01844,-84.39811,9
La Penca,12.93808,-86.27218,4
Gualache,13.4166667,-88.5,6
Gualache,13.4166667,-88.5,6
Gualache,13.4166667,-88.5,6
Gualache,13.4166667,-88.5,6
Gualache,13.4166667,-88.5,6
Gualache,13.4166667,-88.5,6
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Chalatenango,14.04111,-88.938568,17
Unknown,13.77413,-89.212516,5189
Unknown,13.77413,-89.212516,5189
Unknown,13.77413,-89.212516,5189
Unknown,13.77413,-89.212516,5189
Unknown,13.77413,-89.212516,5189
Bagaces,10.526951,-85.254641,1
Salto de Liberia,10.566284,-85.387619,1
Gracias a Dios,15.88988,-89.317242,2
Puerto Cabezas,14.03507,-83.38882,7
Potonico,13.965554,-88.892274,3
San Luis de la Reina,13.814197,-88.34682,5
San Jose Guayabal,13.84222,-89.09694,15
Ciudad Barrios,13.7666667,-88.2666667,17
Carolina,13.85,-88.3,12
San Buenaventura,13.5333333,-88.3833333,5
Sociedad,13.697393,-88.007249,5
Soyapango,13.701964,-89.147774,14
Soyapango,13.701964,-89.147774,14
San Benito,13.7,-89.25,3
Chicacao,14.533333,-91.316667,2
Nebaj,15.408333,-91.147222,6
San Juan Cotzal,15.435278,-91.035556,1
El Nino,13.4275,-88.25556,1
Guatemala City,14.624422,-90.53288,247
Guatemala City,14.624422,-90.53288,247
Guatemala City,14.624422,-90.53288,247
Anguiatu,14.416667,-89.45,2
Unknown,13.447063,-88.556531,5189
Unknown,13.447063,-88.556531,5189
El Jicaro,13.83415,-86.7127,2
Alauca,13.852833,-86.685301,1
Matapalo,13.826472,-86.701744,1
Unknown,14.7515,-89.474218,5189
Guatemala City,14.624422,-90.53288,247
San Miguel de Mercedes,14.009286,-88.940189,7
La Penca,12.93808,-86.27218,4
San Pedro de Lovago,12.133803,-85.087631,3
Rio Kukra,11.8962,-83.82561,1
Atlanta,11.5833333,-84.0166667,5
Unknown,13.447063,-88.556531,5189
Berlin,13.49446,-88.530343,91
Los Cedros,12.0708333,-86.4819444,1
Poza Redonda,11.09817,-83.94608,1
El Junquillal,13.6333333,-88.6666667,5
El Junquillal,13.6333333,-88.6666667,5
El Junquillal,13.6333333,-88.6666667,5
Apastepeque,13.6666667,-88.7833333,4
Apastepeque,13.6666667,-88.7833333,4
Guatemala City,14.624422,-90.53288,247
Tecoluca,13.536835,-88.780584,8
El Junquillal,13.6333333,-88.6666667,5
San Salvador,13.69288,-89.199161,529
Guatemala City,14.624422,-90.53288,247
Aguilares,13.9572222,-89.1897222,10
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Unknown,13.864829,-88.7494,5189
Concepcion Quetzaltepeque,14.088915,-88.957833,6
Muy Muy,12.760148,-85.629969,1
Chinameca,13.5,-88.35,14
Chinameca,13.5,-88.35,14
Chinameca,13.5,-88.35,14
Chinameca,13.5,-88.35,14
Sayaxch‚,16.33408227,-90.16836095,1
Cuernavaca,14.58333,-89.55,7
El Sauce,14.9,-89.516667,5
Chinameca,13.5,-88.35,14
Cerro Blanco,13.51031,-86.09602,1
El Balsamo,12.836184,-85.934374,1
Las Vueltas,14.09396,-88.889278,5
Berlin,13.49446,-88.530343,91
Cojutepeque,13.7166667,-88.9333333,3
Cerro La  Caja,14,-89.8333,1
Wani,13.69517,-84.85311,1
Esteli,13.13192319,-86.34574228,11
Guatemala City,14.624422,-90.53288,247
Torola,13.9166667,-88.2333333,6
Guatemala City,14.624422,-90.53288,247
Cerro Las Brisas,13.616667,-85.983333,1
Carbonales,13.087135,-86.355572,1
Las Mesas,12.4677778,-86.0011111,1
La Trinidad,12.96589,-86.231407,5
Iziqui,13.1182,-86.22526,2
La Sirena,13.157674,-86.37536,4
Las Canas,13.819793,-86.545874,1
El Mojon,12.538914,-85.91632,1
El Coyolito,13.25417,-88.00417,2
Yamabal,13.663669,-88.172009,1
Cerro Cacahuatique,13.78543,-88.22335,1
Cuapa,12.267322,-85.382162,3
San Fernando,13.6772,-86.3153,11
Las Mercedes,12.436555,-86.717476,3
Chajul,15.487222,-91.034722,2
Xalbal,15.92509392,-90.91453934,1
Cuapa,12.267322,-85.382162,3
Guatemala City,14.624422,-90.53288,247
Los Torres,13.47049,-85.80674,1
Aguilares,13.9572222,-89.1897222,10
Guatemala City,14.624422,-90.53288,247
Nueva Guinea,11.695904,-84.446147,8
La Pradera,13.95,-87.01667,2
San Salvador,13.69288,-89.199161,529
San Salvador,13.69288,-89.199161,529
Abisinia,14.15291569,-85.07312012,3
Rio Guasanera,13.47277,-85.76709,1
El Ventarron,12.136647,-86.250767,3
El Jocote,13.35664,-86.26401,2
Pantasma,13.196432,-85.826866,6
El Zapote,13.548685,-85.781946,4
Juayua,13.8413889,-89.7455556,2
El Zapotal,13.55,-88,2
San Salvador,13.69288,-89.199161,529
San Vicente,13.64121,-88.785423,37
San Salvador,13.69288,-89.199161,529
Unknown,13.447063,-88.556531,5189
Santo Tomas,12.068668,-85.091877,7
Malacatan,14.91157,-92.054893,2
San Martin,13.738762,-89.054916,12
Unknown,13.447063,-88.556531,5189
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
Dulce Nombre de Maria,14.15695,-89.011475,21
El Junquillal,13.6333333,-88.6666667,5
San Vicente,13.64121,-88.785423,37
El delirio,12.069883,-86.476841,3
La Florida,12.366667,-84.4,3
El Zapote,13.548685,-85.781946,4
San Miguelito,11.40255,-84.89991,4
San Vicente,13.64121,-88.785423,37
San Bartolo Ichanmico,13.561416,-88.687385,2
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
San Rafael Cedros,13.7333333,-88.8833333,23
Ocotal,13.63325,-86.476299,5
San Agustin,13.43204,-88.592239,14
San Juan Nonualco,13.505945,-88.897676,1
San Salvador,13.69288,-89.199161,529
Guatemala City,14.624422,-90.53288,247
Guatemala City,14.624422,-90.53288,247
Guatemala City,14.624422,-90.53288,247
El Espanolito,13.82315459,-86.72841263,1
Aguas Calientes,13.880321,-86.1678,3
San Salvador,13.69288,-89.199161,529
San Isidro,12.9319444,-86.1952778,24
Cano San Jorge,12.53345,-86.22788,1
Siuna,13.73321,-84.77725,5
Mesillas Altas,14.4,-90.583333,1
La Leona,11.15,-85.76667,1
Santo Domingo,12.38104952,-84.95390779,42
La Danta,11.76115,-85.893944,1
San Juan de Limay,13.19675886,-86.6016922,3
Cinco Pinos,13.229233,-86.86908,1
Palacaguina,13.45504,-86.405758,3
La Quebrada,13.53333,-87.15,2
San Sebastian de yali,13.33053231,-86.16239956,8
Cerro El Guayabo,13.77726,-86.24909,1
Rama,12.29344498,-84.41114474,13
Malacawas,12.85713,-85.0869,1
Saslayito,13.84504,-84.67929,1
Siuna,13.61127684,-84.86688536,5
Siuna,13.61127684,-84.86688536,5
Siuna,13.61127684,-84.86688536,5
Tejutla,14.169631,-89.102686,15
San Francisco Morazan,14.179294,-89.04989,3
Dulce Nombre de Maria,14.15695,-89.011475,21
Agua Caliente,13.24111,-87.96,9
Nombre de Jesus,14.008276,-88.728949,1
Quilali,13.5648543,-86.02829742,21
San Miguel,13.466667,-88.183333,65
Laguna de Perlas,12.34294,-83.67123,2
Laguna de Perlas,12.77739252,-83.78403043,2
Agua Caliente,13.24111,-87.96,9
San Pedro,13.664223,-88.660622,12
Ucalbitz,15.575278,-91.155833,2
Nebaj,15.408333,-91.147222,6
La Libertad,16.783116,-90.116653,15
La Esperanza,12.298125,-86.596842,2
La Penca,12.93808,-86.27218,4
La Ceiba,12.398896,-86.813327,5
La Ceiba,12.398896,-86.813327,5
Las Penitas,12.3666667,-87.0166667,1
Rio San Juan,10.91239632,-83.90875244,4
Rio San Juan,10.91239632,-83.90875244,4
Rio San Juan,10.91239632,-83.90875244,4
Ilobasco,13.85,-88.85,15
El Triunfo,13.558889,-88.43,11
San Vicente,13.64121,-88.785423,37
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
San Miguel,13.466667,-88.183333,65
Usulutan,13.344322,-88.437463,34
La Union,13.3369444,-87.8438889,15
El Limon,14.050872,-88.994625,4
Tenango,13.879493,-89.01261,2
El Jute,13.44194,-88.15139,1
El Gavilan,14.051883,-89.435711,2
Santa Barbara,14.43386,-91.227181,5
Condega,13.34782599,-86.34290695,6
Acoyapa,11.9666667,-85.1666667,6
La Penca,12.93808,-86.27218,4
Finca Panama,14.498773,-91.188338,1
Usuncinta,16.912033,-90.299578,1
Cojutepeque,13.7166667,-88.9333333,3
La Gateada,11.999035,-84.779857,4
Valle Congojas,13.80573,-85.87212,1
Nueva Guinea,11.70162226,-84.33058167,8
Cano Piedra Fina,11.84402,-84.27144,1
Guatemala City,14.624422,-90.53288,247
Corinto,13.818333,-87.9713889,18
Sociedad,13.697393,-88.007249,5
Tenancingo,13.83553,-88.985462,5
Chalatenango,14.04111,-88.938568,17
Guarnecia,14.1,-89.4333333,1
La Milpa,12.73272,-86.79165,1
San Lucas,13.4138,-86.6111,1
La Manga,11.866667,-84.816667,1
La Laguna,14.070743,-88.905453,7
Sesori,13.719546,-88.360633,7
La Reforma,13.8277778,-89.425,2
San Pedro,13.664223,-88.660622,12
Chichontepec Volcano,13.6,-88.85,2
Cerro de Guazapa,13.967553,-89.139633,3
San Pedro del Norte,13.27624,-86.87844,3
Presillita,12.14866,-84.4081,1
Las Delicias,12.984322,-86.963095,4
Mexicanos,13.733353,-89.216671,2
Santo Domingo,13.61704477,-86.2785287,42
Santo Domingo,12.265244,-85.08308,42
Cara de Mono,12.122619,-84.47239,1
Boaco Viejo,12.53840896,-85.5739212,1
Mulukuku,13.17318,-84.95545,3
Bilampi,12.9333333,-85.0333333,3
Bilampi,12.9333333,-85.0333333,3
San Jeronimo,11.988947,-86.087363,5
La Libertad,12.21635,-85.16595,15
Cana de Castilla,12.68154,-86.00412,1
El Ayote,12.495322,-84.818677,1
La Sirena,13.157674,-86.37536,4
San Jose de Bocay,13.54204,-85.53942,10
Santa Tecla,13.6769444,-89.2797222,21
Miraflores,12.19,-86.3313889,15
Los Planes,13.78108,-86.5534,1
El Corozo,12.386632,-84.316052,2
Wiwili,13.62679,-85.8254,19
Wiwili,13.62679,-85.8254,19
Guazapa,13.8769444,-89.173556,12
Palin,14.403889,-90.698611,1
Medio Mundo,11.88333,-86.01667,2
Medio Mundo,11.88333,-86.01667,2
Usulutan,13.344322,-88.437463,34
San Miguel,13.466667,-88.183333,65
Los Cerritos,11.6833333,-84.95,1
San Pedro,13.27624,-86.87844,12
San Rafael cedros,13.7333333,-88.8833333,23
Valle Grande,13.822972,-88.253586,1
Chalatenango,14.04111,-88.938568,17
Suchitoto,13.933732,-89.025836,24
Unknown,13.866196,-89.056153,5189
El Cacao,12.86334418,-87.22782516,1
Wiwili,13.62679,-85.8254,19
Paiwas,12.84803,-85.23751,1
Xecoxo,15.437835,-91.206437,1
Xepac,14.853826,-90.971825,1
Wiwili,13.62679,-85.8254,19
San Jose de Secce,-12.57906,-74.228928,4
Huaral,-11.495531,-77.207192,7
Huarhua,-15.188188,-72.964306,2
Arequipa,-16.409501,-71.537384,18
Chiclayo,-6.774056,-79.843559,17
Juliaca,-15.493296,-70.135574,8
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Cali,3.420628,-76.522119,241
Caucasia,7.987804,-75.197092,4
Pampa Coris,-12.518418,-74.373658,3
Concepcion,-11.918478,-75.312889,58
Lima,-12.046378,-77.042791,1802
Lima,-12.046378,-77.042791,1802
Lima,-12.046378,-77.042791,1802
Machente,-12.683056,-73.8725,3
Santander de Quilichao,3.00879,-76.4859,12
Buenos Aires,-34.6037,-58.381503,181
Bogota,4.5981,-74.07603,605
Montevideo,-34.891151,-56.187214,23
Florida,3.322222,-76.234722,18
Palmira,3.529901,-76.298006,17
Medellin,6.270526,-75.572173,680
Huancayo district,-12.068306,-75.210163,27
Medellin,6.270526,-75.572173,680
La Mar district,-12.916667,-73.833333,6
